"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s97","f1",-0.7172,-5.6753,-1.65,-0.1393,-1.5784,-0.885,-5.3743
"s97","f1",-0.722,-5.6805,-1.6593,-0.1506,-1.5836,-0.8988,-5.6805
"s97","f2",-0.7397,-5.3347,-1.6023,-0.064,-1.4235,-0.7408,-5.6357
"s97","f2",-0.7354,-5.6412,-1.6118,-0.0732,-1.4537,-0.7598,-5.3401
"s97","f2",-0.7245,-5.6373,-1.5881,-0.0674,-1.4789,-0.7576,-5.6373
"s97","f3",-0.7261,-5.3675,-1.6311,-0.1261,-1.5319,-0.8597,-5.6686
"s97","f3",-0.7171,-5.6645,-1.6434,-0.1146,-1.5342,-0.8503,-5.3635
"s97","f3",-0.7241,-5.6651,-1.6523,-0.1201,-1.5252,-0.8515,-5.6651
"s97","f4",-0.7275,-5.3219,-1.5737,-0.0396,-1.4188,-0.7188,-5.6229
"s97","f4",-0.7236,-5.6289,-1.5836,-0.0505,-1.4386,-0.7329,-5.3279
"s97","f4",-0.7319,-5.6355,-1.6143,-0.0647,-1.4424,-0.7373,-5.6355
"s98","f1",-0.7164,-1.829,-1.9364,-0.1598,-1.8999,-0.9822,-5.6923
"s98","f1",-0.7113,-1.8221,-1.9355,-0.1597,-1.8462,-0.9898,-5.3903
"s98","f1",-0.716,-1.8177,-1.9524,-0.1605,-1.9004,-0.9878,-5.6928
"s98","f2",-0.7156,-1.7744,-1.9029,-0.1521,-1.8889,-0.9739,-5.6882
"s98","f2",-0.7096,-1.7887,-1.8668,-0.1484,-1.9155,-0.9712,-5.3853
"s98","f2",-0.7019,-1.7921,-1.936,-0.1464,-1.833,-0.9641,-5.6842
"s98","f3",-0.7167,-1.8275,-1.9318,-0.1833,-1.9392,-1.0305,-5.7026
"s98","f3",-0.7244,-1.8188,-1.9129,-0.1886,-1.9344,-1.0313,-5.4042
"s98","f3",-0.727,-1.8297,-1.9124,-0.1891,-1.9489,-1.0271,-5.7048
"s98","f4",-0.7067,-1.8039,-1.9195,-0.1575,-1.905,-0.9862,-5.6904
"s98","f4",-0.7168,-1.8067,-1.9528,-0.162,-1.9079,-0.9856,-5.3922
"s98","f4",-0.7019,-1.8018,-1.8889,-0.1535,-1.8753,-0.9841,-5.6882
"s99","f1",-0.7324,-1.9442,-1.9623,-0.0724,-1.5204,-0.7406,-5.6344
"s99","f1",-0.752,-1.918,-1.918,-0.0666,-1.5234,-0.7363,-5.3329
"s99","f1",-0.7405,-1.9463,-1.9744,-0.0531,-1.4692,-0.7138,-5.6276
"s99","f2",-0.7184,-1.9255,-2.0638,-0.1279,-1.6284,-0.8503,-5.6659
"s99","f2",-0.7302,-2.0014,-2.0844,-0.123,-1.585,-0.84,-5.3631
"s99","f2",-0.7225,-1.9121,-1.9868,-0.1345,-1.6073,-0.8585,-5.668
"s99","f3",-0.7278,-1.9539,-2.0249,-0.1512,-1.6407,-0.8893,-5.6782
"s99","f3",-0.7253,-1.9246,-2.0195,-0.1427,-1.6235,-0.8776,-5.3717
"s99","f3",-0.7246,-1.9318,-2.0226,-0.1078,-1.5842,-0.8242,-5.6561
"s99","f4",-0.7281,-1.893,-1.9462,-0.0289,-1.4076,-0.662,-5.609
"s99","f4",-0.7438,-1.9135,-1.9892,-0.0343,-1.4166,-0.6611,-5.3114
"s99","f4",-0.7419,-1.8916,-1.9174,-0.0264,-1.3901,-0.6543,-5.6076
"s100","f1",-0.6554,-1.4643,-1.7267,-0.1373,-1.7367,-0.9628,-5.6712
"s100","f1",-0.6508,-1.462,-1.6857,-0.0933,-1.6201,-0.8884,-5.3485
"s100","f1",-0.6608,-1.4403,-1.7013,-0.1146,-1.6692,-0.9216,-5.6604
"s100","f2",-0.658,-1.4517,-1.7016,-0.1046,-1.6735,-0.9076,-5.6558
"s100","f2",-0.6562,-1.4611,-1.7207,-0.123,-1.7062,-0.9492,-5.3642
"s100","f2",-0.6651,-1.4719,-1.7249,-0.1103,-1.6638,-0.9167,-5.6594
"s100","f3",-0.6599,-1.486,-1.743,-0.1167,-1.6535,-0.9273,-5.6621
"s100","f3",-0.6555,-1.4703,-1.7368,-0.1268,-1.6492,-0.9511,-5.3652
"s100","f3",-0.651,-1.4623,-1.7323,-0.1406,-1.7273,-0.9643,-5.6718
"s100","f4",-0.6634,-1.4595,-1.7295,-0.1332,-1.6823,-0.9456,-5.669
"s100","f4",-0.6518,-1.4522,-1.6979,-0.1186,-1.6794,-0.9317,-5.3607
"s100","f4",-0.6517,-1.4437,-1.7272,-0.1417,-1.7174,-0.9641,-5.6716
"s101","f1",-0.7153,-5.6762,-1.627,-0.1382,-1.5364,-0.8804,-5.6762
"s101","f1",-0.7172,-2.6814,-1.617,-0.1505,-1.5608,-0.9011,-5.3804
"s101","f1",-0.7186,-5.6694,-1.636,-0.1232,-1.5051,-0.8558,-5.6694
"s101","f2",-0.7273,-5.6272,-1.5665,-0.0436,-1.36,-0.7149,-5.6272
"s101","f2",-0.7329,-2.5869,-1.5419,-0.0472,-1.3635,-0.7108,-5.3273
"s101","f2",-0.7199,-5.6332,-1.5801,-0.0559,-1.4131,-0.729,-5.6332
"s101","f3",-0.7151,-5.3659,-1.6375,-0.1191,-1.5177,-0.8415,-5.6669
"s101","f3",-0.7144,-5.682,-1.6251,-0.1479,-1.568,-0.9082,-5.3809
"s101","f3",-0.7234,-5.6834,-1.6381,-0.1517,-1.5563,-0.9017,-5.6834
"s101","f4",-0.7265,-5.3408,-1.6005,-0.0704,-1.4063,-0.7554,-5.6419
"s101","f4",-0.7193,-5.6384,-1.545,-0.0639,-1.4262,-0.7547,-5.3374
"s101","f4",-0.7341,-5.6458,-1.6044,-0.0762,-1.4336,-0.7593,-5.6458
"s102","f1",-0.7075,-5.3932,-1.4768,-0.2022,-1.4132,-0.9492,-5.6943
"s102","f1",-0.7067,-5.6957,-1.4527,-0.208,-1.4309,-0.9538,-5.3947
"s102","f1",-0.7053,-5.6925,-1.4724,-0.1988,-1.423,-0.9435,-5.6925
"s102","f2",-0.7078,-5.3596,-1.4225,-0.1337,-1.3103,-0.83,-5.6606
"s102","f2",-0.7078,-5.6606,-1.4225,-0.1337,-1.3103,-0.83,-5.3596
"s102","f2",-0.7128,-5.6617,-1.4113,-0.1333,-1.3076,-0.835,-5.6617
"s102","f3",-0.7213,-5.3643,-1.4298,-0.1393,-1.3209,-0.8431,-5.6653
"s102","f3",-0.7209,-5.6649,-1.4448,-0.1382,-1.3186,-0.8447,-5.3639
"s102","f3",-0.7214,-5.6644,-1.3995,-0.1352,-1.3279,-0.8402,-5.6644
"s102","f4",-0.7066,-5.3985,-1.4769,-0.2144,-1.4371,-0.9761,-5.6996
"s102","f4",-0.7092,-5.6986,-1.4707,-0.2094,-1.4386,-0.9743,-5.3976
"s102","f4",-0.7013,-5.6943,-1.4438,-0.2043,-1.439,-0.9531,-5.6943
"s103","f1",-0.6586,-5.3758,-1.6598,-0.1393,-5.3758,-0.9038,-5.6769
"s103","f1",-0.6527,-5.6768,-1.6639,-0.1417,-5.6768,-0.9134,-5.3758
"s103","f1",-0.6515,-5.6694,-1.6482,-0.125,-5.6694,-0.8848,-5.6694
"s103","f2",-0.6511,-5.3815,-1.6739,-0.1532,-5.3815,-0.9343,-5.6825
"s103","f2",-0.6575,-5.6787,-1.6534,-0.1428,-5.6787,-0.9138,-5.3777
"s103","f2",-0.6554,-5.6712,-1.65,-0.1288,-5.6712,-0.8916,-5.6712
"s103","f3",-0.6586,-5.3678,-1.6645,-0.1208,-5.3678,-0.8864,-5.6689
"s103","f3",-0.6475,-5.6724,-1.6638,-0.1319,-5.6724,-0.9001,-5.3713
"s103","f3",-0.6527,-2.7674,-1.6331,-0.1282,-5.6705,-0.8909,-5.6705
"s103","f4",-0.6513,-5.6586,-1.65,-0.102,-5.3576,-0.851,-5.6586
"s103","f4",-0.6593,-5.3824,-1.6834,-0.155,-5.6834,-0.9291,-5.3824
"s103","f4",-0.6663,-5.6949,-1.6863,-0.1799,-5.6949,-0.9617,-5.6949
"s104","f1",-0.6919,-2.5374,-1.866,-0.1315,-1.1186,-0.8338,-5.6514
"s104","f1",-0.6945,-2.64,-1.8841,-0.1103,-1.0849,-0.7887,-5.339
"s104","f1",-0.6942,-2.5909,-1.8399,-0.0968,-1.0548,-0.766,-5.6323
"s104","f2",-0.6896,-2.5162,-1.9141,-0.1487,-1.1626,-0.872,-5.6623
"s104","f2",-0.692,-2.7113,-1.8874,-0.154,-1.1687,-0.8824,-5.3646
"s104","f2",-0.692,-2.7113,-1.8874,-0.154,-1.1687,-0.8824,-5.6656
"s104","f3",-0.6991,-2.608,-1.8501,-0.1256,-1.1079,-0.8227,-5.6494
"s104","f3",-0.7017,-2.6457,-1.8395,-0.1186,-1.0992,-0.8081,-5.3447
"s104","f3",-0.6958,-5.6467,-1.9143,-0.1195,-1.1101,-0.8136,-5.6467
"s104","f4",-0.7069,-5.6892,-1.9111,-0.2011,-1.2268,-0.941,-5.6892
"s104","f4",-0.7136,-2.7288,-1.8505,-0.1892,-1.203,-0.9257,-5.382
"s104","f4",-0.7041,-5.6476,-1.8767,-0.1255,-1.0925,-0.8062,-5.6476
"s105","f1",-0.7029,-2.5995,-1.8415,-0.11,-1.087,-0.7983,-5.6409
"s105","f1",-0.7079,-2.61,-1.919,-0.127,-1.1173,-0.8195,-5.3503
"s105","f1",-0.7021,-2.5366,-1.8946,-0.1264,-1.1165,-0.8238,-5.6505
"s105","f2",-0.7062,-2.6826,-1.9267,-0.1908,-1.1997,-0.9184,-5.6826
"s105","f2",-0.6983,-5.6815,-1.9256,-0.1864,-1.2102,-0.9234,-5.3805
"s105","f2",-0.7004,-2.7719,-1.9268,-0.1744,-1.1878,-0.9004,-5.675
"s105","f3",-0.7063,-5.6212,-1.8653,-0.0801,-1.0148,-0.7208,-5.6212
"s105","f3",-0.7084,-2.629,-1.8297,-0.0873,-1.0379,-0.7528,-5.328
"s105","f3",-0.7138,-2.5215,-1.8721,-0.1002,-1.0638,-0.7674,-5.6355
"s105","f4",-0.6968,-2.5329,-1.9232,-0.182,-1.2034,-0.9149,-5.6791
"s105","f4",-0.7017,-5.6749,-1.919,-0.1733,-1.1835,-0.907,-5.3738
"s105","f4",-0.6961,-2.708,-1.938,-0.1485,-1.1491,-0.8575,-5.6623
"s106","f1",-0.814,-2.5855,-2.6994,-0.2004,-1.0357,-1.2266,-5.6994
"s106","f1",-0.8159,-2.7465,-2.6593,-0.2014,-1.0504,-1.2164,-5.3997
"s106","f1",-0.8225,-5.7061,-2.7519,-0.2125,-1.0548,-1.2393,-5.7061
"s106","f2",-0.8174,-5.3719,-2.6315,-0.1459,-0.9569,-1.1479,-5.6729
"s106","f2",-0.8207,-5.6732,-5.6732,-0.1452,-0.958,-1.1417,-5.3722
"s106","f2",-0.8329,-5.6755,-2.4451,-0.1505,-0.9578,-1.1427,-5.6755
"s106","f3",-0.8358,-5.3647,-2.6658,-0.129,-0.9407,-1.1023,-5.6658
"s106","f3",-0.8358,-5.6658,-2.6658,-0.129,-0.9407,-1.1023,-5.3647
"s106","f3",-0.8343,-5.6668,-2.7126,-0.1325,-0.936,-1.1141,-5.6668
"s106","f4",-0.8246,-5.3958,-2.7426,-0.1916,-1.0275,-1.1971,-5.6968
"s106","f4",-0.8184,-5.6986,-2.6194,-0.1989,-1.0454,-1.2031,-5.3976
"s106","f4",-0.8184,-5.6986,-2.6194,-0.1989,-1.0454,-1.2031,-5.6986
"s107","f1",-0.8245,-5.3636,-2.6232,-0.1321,-0.9339,-1.1108,-5.6646
"s107","f1",-0.8289,-5.6863,-5.6863,-0.1711,-0.9856,-1.1574,-5.3852
"s107","f1",-0.8347,-5.6698,-2.4937,-0.1418,-0.9431,-1.1208,-5.6698
"s107","f2",-0.8201,-5.3782,-2.6001,-0.1575,-0.9734,-1.1674,-5.6792
"s107","f2",-0.8201,-5.6792,-2.6001,-0.1575,-0.9734,-1.1674,-5.3782
"s107","f2",-0.8138,-5.6836,-2.7805,-0.1684,-0.9925,-1.1812,-5.6836
"s107","f3",-0.8157,-5.3756,-5.6766,-0.1529,-0.9699,-1.1477,-5.6766
"s107","f3",-0.8163,-5.6754,-5.6754,-0.1498,-0.9687,-1.1427,-5.3744
"s107","f3",-0.8158,-5.6726,-2.7183,-0.1448,-0.9616,-1.1424,-5.6726
"s107","f4",-0.8141,-5.4035,-2.7503,-0.2098,-1.0513,-1.2512,-5.7045
"s107","f4",-0.8165,-5.7053,-2.7053,-0.2104,-1.054,-1.2354,-5.4042
"s107","f4",-0.8163,-5.7039,-2.7039,-0.2064,-1.0585,-1.24,-5.7039
"s108","f1",-0.742,-5.3789,-2.4495,-0.1717,-1.1628,-0.8651,-5.68
"s108","f1",-0.7426,-5.6812,-2.6398,-0.1753,-1.1484,-0.8676,-5.3801
"s108","f1",-0.745,-5.6785,-2.4232,-0.1693,-1.1522,-0.857,-5.6785
"s108","f2",-0.74,-5.3779,-2.7759,-0.1698,-1.1513,-0.8681,-5.679
"s108","f2",-0.7353,-5.6778,-2.4737,-0.1695,-1.1425,-0.8682,-5.3768
"s108","f2",-0.7465,-5.6759,-2.3537,-0.1625,-1.1368,-0.859,-5.6759
"s108","f3",-0.7497,-5.3518,-2.5736,-0.1169,-1.0753,-0.7865,-5.6528
"s108","f3",-0.7465,-5.6528,-2.5389,-0.1196,-1.0674,-0.7801,-5.3518
"s108","f3",-0.7481,-5.6463,-2.391,-0.1065,-1.0575,-0.7695,-5.6463
"s108","f4",-0.7427,-5.3706,-2.6302,-0.1529,-1.1276,-0.841,-5.6716
"s108","f4",-0.7337,-5.6722,-2.593,-0.1549,-1.1319,-0.8513,-5.3712
"s108","f4",-0.7339,-5.6694,-2.6694,-0.1509,-1.1278,-0.8427,-5.6694
"s109","f1",-0.7505,-5.3664,-2.4633,-0.1468,-1.1197,-0.8168,-5.6675
"s109","f1",-0.7447,-5.6931,-2.6139,-0.1978,-1.1948,-0.9042,-5.3921
"s109","f1",-0.7457,-5.6995,-2.5534,-0.2124,-1.2166,-0.9279,-5.6995
"s109","f2",-0.7522,-5.3575,-2.7554,-0.1287,-1.0821,-0.7952,-5.6585
"s109","f2",-0.7433,-5.6555,-2.6141,-0.1207,-1.0968,-0.7904,-5.3545
"s109","f2",-0.7456,-5.6541,-2.478,-0.1226,-1.0686,-0.7943,-5.6541
"s109","f3",-0.7403,-2.5316,-2.6041,-0.1077,-1.0522,-0.7647,-5.6455
"s109","f3",-0.7475,-5.6618,-5.6618,-0.1351,-1.0948,-0.8039,-5.3608
"s109","f3",-0.7552,-5.6467,-2.3914,-0.1086,-1.059,-0.7552,-5.6467
"s109","f4",-0.7385,-5.3669,-5.6679,-0.1448,-1.1276,-0.8278,-5.6679
"s109","f4",-0.7421,-5.6796,-2.4755,-0.1676,-1.1611,-0.8762,-5.3786
"s109","f4",-0.7446,-5.6725,-2.4172,-0.1571,-1.1334,-0.8438,-5.6725
"s110","f1",-0.6675,-1.4743,-1.6933,-0.1224,-2.049,-0.8529,-5.6618
"s110","f1",-0.6673,-1.4848,-1.7395,-0.1257,-2.1075,-0.8583,-5.3628
"s110","f1",-0.6654,-1.46,-1.717,-0.1216,-2.0817,-0.8532,-5.6614
"s110","f2",-0.6781,-1.4891,-1.8412,-0.1473,-2.1297,-0.8669,-5.6738
"s110","f2",-0.6718,-1.4755,-1.8388,-0.1433,-2.0803,-0.8672,-5.3703
"s110","f2",-0.6735,-1.4776,-1.841,-0.149,-2.1294,-0.8659,-5.6735
"s110","f3",-0.6563,-1.4576,-1.8006,-0.0758,-2.006,-0.7756,-5.6395
"s110","f3",-0.6597,-1.4583,-1.8273,-0.0767,-1.9967,-0.7763,-5.3392
"s110","f3",-0.6525,-1.4352,-1.8041,-0.0717,-2.0133,-0.7733,-5.6366
"s110","f4",-0.6563,-1.4576,-1.8006,-0.0758,-2.006,-0.7756,-5.6395
"s110","f4",-0.6597,-1.4583,-1.8273,-0.0767,-1.9967,-0.7763,-5.3392
"s110","f4",-0.6525,-1.4352,-1.8041,-0.0717,-2.0133,-0.7733,-5.6366
"s111","f1",-0.6215,-1.4495,-2.3526,-0.0581,-5.6313,-0.7569,-5.6313
"s111","f1",-0.6217,-1.4501,-2.4559,-0.0604,-5.632,-0.7546,-5.3309
"s111","f1",-0.6195,-1.4554,-2.5175,-0.0592,-2.8533,-0.7541,-5.6314
"s111","f2",-0.6223,-1.4653,-2.408,-0.0726,-5.3375,-0.7752,-5.6385
"s111","f2",-0.621,-1.4373,-2.3572,-0.0678,-5.636,-0.7762,-5.335
"s111","f2",-0.6167,-1.4459,-2.4321,-0.0679,-5.6362,-0.7717,-5.6362
"s111","f3",-0.638,-1.4913,-2.0537,-0.1778,-5.3861,-0.95,-5.6872
"s111","f3",-0.6382,-1.5063,-2.0971,-0.1792,-5.6882,-0.9486,-5.3871
"s111","f3",-0.6382,-1.5063,-2.0649,-0.1794,-5.6882,-0.9494,-5.6882
"s111","f4",-0.6223,-1.4653,-2.408,-0.0726,-5.3375,-0.7752,-5.6385
"s111","f4",-0.621,-1.4373,-2.3572,-0.0678,-5.636,-0.7762,-5.335
"s111","f4",-0.6167,-1.4459,-2.4321,-0.0679,-5.6362,-0.7717,-5.6362
"s112","f1",-0.6459,-1.497,-1.8432,-0.0958,-5.3483,-0.7993,-5.6493
"s112","f1",-0.6497,-1.5224,-1.8893,-0.1014,-5.6527,-0.8009,-5.3517
"s112","f1",-0.6488,-1.5275,-1.852,-0.0994,-5.6514,-0.7959,-5.6514
"s112","f2",-0.6382,-1.4999,-1.927,-0.0823,-5.3419,-0.785,-5.643
"s112","f2",-0.6438,-1.5016,-1.9204,-0.0831,-5.6446,-0.7849,-5.3436
"s112","f2",-0.6433,-1.4936,-1.9299,-0.0873,-2.9469,-0.7874,-5.6459
"s112","f3",-0.6413,-1.4908,-1.9467,-0.069,-5.6369,-0.7584,-5.6369
"s112","f3",-0.6461,-1.4979,-1.9565,-0.0712,-5.3368,-0.757,-5.3368
"s112","f3",-0.6439,-1.4974,-1.956,-0.07,-5.6373,-0.7565,-5.6373
"s112","f4",-0.6459,-1.497,-1.8432,-0.0958,-5.3483,-0.7993,-5.6493
"s112","f4",-0.6497,-1.5224,-1.8893,-0.1014,-5.6527,-0.8009,-5.3517
"s112","f4",-0.6488,-1.5275,-1.852,-0.0994,-5.6514,-0.7959,-5.6514
"s113","f1",-0.6477,-2.1318,-2.0131,-0.1516,-2.2287,-0.8246,-5.6759
"s113","f1",-0.6404,-2.1553,-2.0111,-0.1487,-2.2589,-0.8269,-5.3728
"s113","f1",-0.6404,-2.1553,-2.0111,-0.1487,-2.2589,-0.8269,-5.6738
"s113","f2",-0.6504,-2.1823,-2.044,-0.1761,-2.2725,-0.8666,-5.6874
"s113","f2",-0.651,-2.155,-1.9622,-0.1752,-2.3062,-0.8669,-5.3854
"s113","f2",-0.6508,-2.1681,-2.0054,-0.1752,-2.3442,-0.8651,-5.6866
"s113","f3",-0.6563,-2.6394,-1.0965,-0.1927,-2.3798,-0.9311,-5.6808
"s113","f3",-0.6547,-2.4247,-1.0889,-0.191,-2.3789,-0.9287,-5.3789
"s113","f3",-0.6528,-2.5036,-1.0909,-0.1889,-2.3787,-0.9331,-5.6797
"s113","f4",-0.6504,-2.1823,-2.044,-0.1761,-2.2725,-0.8666,-5.6874
"s113","f4",-0.651,-2.155,-1.9622,-0.1752,-2.3062,-0.8669,-5.3854
"s113","f4",-0.6508,-2.1681,-2.0054,-0.1752,-2.3442,-0.8651,-5.6866
"s114","f1",-0.6474,-1.519,-1.9201,-0.1019,-5.3515,-0.8025,-5.6525
"s114","f1",-0.6425,-1.5112,-1.9435,-0.0979,-5.6511,-0.8029,-5.3501
"s114","f1",-0.6462,-1.5124,-1.9199,-0.099,-5.6522,-0.8053,-5.6522
"s114","f2",-0.6476,-1.5229,-1.8751,-0.102,-5.3522,-0.8087,-5.6532
"s114","f2",-0.6521,-1.5248,-1.9148,-0.1059,-5.6551,-0.8113,-5.3541
"s114","f2",-0.6446,-1.5035,-1.9367,-0.1037,-2.8746,-0.8076,-5.6527
"s114","f3",-0.6476,-1.5057,-1.9068,-0.108,-5.6549,-0.8086,-5.6549
"s114","f3",-0.6474,-1.5138,-1.9409,-0.1097,-5.3558,-0.818,-5.3558
"s114","f3",-0.646,-1.5164,-1.9487,-0.1102,-5.6563,-0.8112,-5.6563
"s114","f4",-0.6476,-1.5229,-1.8751,-0.102,-5.6532,-0.8087,-5.6532
"s114","f4",-0.6521,-1.5248,-1.9148,-0.1059,-5.6551,-0.8113,-5.3541
"s114","f4",-0.6446,-1.5035,-1.9367,-0.1037,-2.8746,-0.8076,-5.6527
"s115","f1",-0.6654,-1.5481,-1.9751,-0.1827,-5.3901,-0.9247,-5.6911
"s115","f1",-0.6642,-1.545,-1.9836,-0.1853,-5.6912,-0.924,-5.3901
"s115","f1",-0.6654,-1.5481,-1.9751,-0.1827,-5.3901,-0.9247,-5.6911
"s115","f2",-0.6651,-1.5454,-1.4204,-0.1369,-5.666,-0.8618,-5.666
"s115","f2",-0.6577,-1.5643,-1.4167,-0.1347,-5.3636,-0.8626,-5.3636
"s115","f2",-0.6628,-1.5624,-1.4232,-0.1383,-5.6662,-0.8587,-5.6662
"s115","f3",-0.656,-1.5173,-1.9443,-0.1161,-5.3593,-0.8278,-5.6603
"s115","f3",-0.6526,-1.5107,-1.9439,-0.1158,-5.6599,-0.8236,-5.3589
"s115","f3",-0.6548,-1.5099,-1.9268,-0.1151,-5.6592,-0.8254,-5.6592
"s115","f4",-0.656,-1.5173,-1.9443,-0.1161,-5.3593,-0.8278,-5.6603
"s115","f4",-0.6526,-1.5107,-1.9439,-0.1158,-5.6599,-0.8236,-5.3589
"s115","f4",-0.6548,-1.5099,-1.9268,-0.1151,-5.6592,-0.8254,-5.6592
"s116","f1",-0.7195,-1.9372,-1.8419,-0.1742,-5.3921,-0.8581,-5.6931
"s116","f1",-0.7129,-1.8853,-1.8107,-0.1745,-5.6915,-0.8533,-5.3905
"s116","f1",-0.711,-1.8898,-1.8503,-0.1673,-5.6891,-0.844,-5.6891
"s116","f2",-0.7066,-1.8732,-1.8536,-0.1612,-5.3851,-0.8361,-5.6861
"s116","f2",-0.7131,-1.9313,-1.8421,-0.1649,-5.6872,-0.8329,-5.3861
"s116","f2",-0.7152,-1.9074,-1.8405,-0.1591,-5.6856,-0.8294,-5.6856
"s116","f3",-0.7199,-1.9057,-1.8132,-0.1392,-5.3755,-0.7946,-5.6765
"s116","f3",-0.7061,-1.8427,-1.8303,-0.1523,-5.6815,-0.8236,-5.3805
"s116","f3",-0.7105,-1.9105,-1.8436,-0.1648,-5.6887,-0.8461,-5.6887
"s116","f4",-0.7235,-1.8736,-1.8399,-0.1186,-5.3649,-0.7485,-5.666
"s116","f4",-0.7338,-1.9246,-1.8403,-0.1359,-5.6728,-0.7439,-5.3718
"s116","f4",-0.7304,-1.9412,-1.8121,-0.1143,-5.6572,-0.7103,-5.6572
"s117","f1",-0.7031,-1.3382,-5.3757,-0.1391,-5.3757,-0.8907,-2.1853
"s117","f1",-0.7029,-1.3143,-5.6723,-0.1328,-5.6723,-0.8792,-2.0595
"s117","f1",-0.7075,-1.3179,-5.6871,-0.1636,-5.6871,-0.9327,-2.2247
"s117","f2",-0.751,-1.3005,-5.3779,-0.1469,-5.3779,-0.914,-2.0768
"s117","f2",-0.7071,-1.3194,-5.6848,-0.1584,-5.6848,-0.9237,-2.1935
"s117","f2",-0.7031,-1.3102,-5.6794,-0.1477,-5.6794,-0.9056,-2.1609
"s117","f3",-0.6966,-1.3158,-5.3765,-0.1436,-5.3765,-0.9045,-2.146
"s117","f3",-0.7031,-1.3238,-5.6817,-0.1537,-5.6817,-0.9043,-2.1632
"s117","f3",-0.703,-1.3018,-5.6802,-0.1508,-5.3792,-0.9079,-2.0892
"s117","f4",-0.6999,-1.3095,-5.3683,-0.1244,-5.6693,-0.8727,-2.238
"s117","f4",-0.6974,-1.3209,-5.6673,-0.1194,-5.3662,-0.8707,-2.0991
"s117","f4",-0.7038,-1.3063,-5.6755,-0.1391,-5.6755,-0.8923,-2.1073
"s118","f1",-0.7209,-1.2837,-2.1868,-0.2331,-5.4172,-1.1129,-5.7183
"s118","f1",-0.7277,-1.309,-2.1608,-0.2584,-5.729,-1.1504,-5.428
"s118","f1",-0.7229,-1.3101,-2.1793,-0.2468,-5.7234,-1.1106,-5.7234
"s118","f2",-0.7197,-1.3128,-2.1429,-0.2434,-5.4217,-1.1294,-5.7227
"s118","f2",-0.7161,-1.2873,-2.1569,-0.2532,-5.7251,-1.143,-5.4241
"s118","f2",-0.7138,-1.2979,-2.1665,-0.2471,-5.7228,-1.1317,-5.7228
"s118","f3",-0.7207,-1.295,-2.0715,-0.225,-5.414,-1.097,-5.715
"s118","f3",-0.7226,-1.2976,-2.1015,-0.2236,-5.7142,-1.0788,-5.4132
"s118","f3",-0.7279,-1.3021,-2.1117,-0.2197,-5.7137,-1.0803,-5.7137
"s118","f4",-0.7207,-1.295,-2.0715,-0.225,-5.414,-1.097,-5.715
"s118","f4",-0.7226,-1.2976,-2.1015,-0.2236,-5.7142,-1.0788,-5.4132
"s118","f4",-0.7279,-1.3021,-2.1117,-0.2197,-5.7137,-1.0803,-5.7137
"s119","f1",-0.6675,-1.2503,-2.7416,-0.083,-2.3023,-0.8245,-2.0537
"s119","f1",-0.6664,-1.2501,-2.7994,-0.0849,-2.3658,-0.8204,-1.9285
"s119","f1",-0.6687,-1.2497,-2.7411,-0.0821,-2.2824,-0.8194,-1.9909
"s119","f2",-0.6533,-1.2275,-2.5666,-0.0898,-2.2841,-0.8458,-2.0123
"s119","f2",-0.65,-1.2353,-2.566,-0.0889,-2.3665,-0.8404,-2.0542
"s119","f2",-0.6483,-1.2425,-2.6439,-0.0852,-2.3217,-0.8391,-1.9812
"s119","f3",-0.6626,-1.2663,-2.8226,-0.1322,-2.3667,-0.9126,-2.0767
"s119","f3",-0.6573,-1.2568,-2.7108,-0.1276,-2.4889,-0.9091,-2.0418
"s119","f3",-0.6664,-1.2629,-2.628,-0.1355,-2.439,-0.9158,-2.0896
"s119","f4",-0.6675,-1.2503,-2.7416,-0.083,-2.3023,-0.8245,-2.0537
"s119","f4",-0.6664,-1.2501,-2.7994,-0.0849,-2.3658,-0.8204,-1.9285
"s119","f4",-0.6687,-1.2497,-2.7411,-0.0821,-2.2824,-0.8194,-1.9909
"s120","f1",-0.6728,-1.2659,-1.9983,-0.1,-2.5375,-0.8326,-2.2043
"s120","f1",-0.6796,-1.2634,-2.0064,-0.1163,-2.5457,-0.8624,-2.1972
"s120","f1",-0.6726,-1.263,-2.0307,-0.1055,-2.4779,-0.8404,-2.1488
"s120","f2",-0.6742,-1.2695,-2.0354,-0.114,-2.7556,-0.8532,-2.2273
"s120","f2",-0.6776,-1.2627,-2.0137,-0.1118,-2.4811,-0.8503,-2.2769
"s120","f2",-0.6809,-1.2603,-2.0296,-0.0826,-2.6424,-0.7893,-2.0191
"s120","f3",-0.6784,-1.2723,-1.997,-0.116,-2.5458,-0.8549,-2.3173
"s120","f3",-0.6767,-1.2691,-2.0525,-0.1277,-2.5514,-0.8843,-2.2851
"s120","f3",-0.6752,-1.2741,-2.0469,-0.1153,-2.5136,-0.8611,-2.3587
"s120","f4",-0.6701,-1.2503,-1.9493,-0.0754,-2.6852,-0.7919,-2.2971
"s120","f4",-0.6746,-1.2636,-1.9882,-0.099,-2.6096,-0.8269,-2.2038
"s120","f4",-0.6729,-1.2589,-2.0718,-0.0558,-2.3271,-0.7427,-2.037
"s121","f1",-0.6584,-1.1721,-2.7403,-0.0814,-2.4972,-0.8524,-5.6434
